Year,PM25
2008,9.21666666666667
2008,15.0521739130435
2008,20.9958333333333
2008,10.0260869565217
2008,6.37916666666667
2008,17.1083333333333
2008,15.75
2008,16.3739130434783
2008,12.0791666666667
2008,7.05833333333333
2008,9.39583333333333
2008,11.6875
2008,12.7708333333333
2008,14.4875
2008,9.5
2008,7.51666666666667
2008,10.5565217391304
2008,11.8565217391304
2008,10.0333333333333
2008,10.1166666666667
2008,11.6125
2008,8.925
2008,13.9416666666667
2008,11.6208333333333
2008,13.3458333333333
2008,8.64166666666667
2008,15.3375
2008,15.7708333333333
2008,11.8708333333333
2008,21.8458333333333
2008,11.5791666666667
2008,10.1958333333333
2008,12.6708333333333
2008,7.1125
2008,7.01666666666667
2008,8.32916666666667
2008,11.55
2008,5.52608695652174
2008,9.70833333333333
2008,10.225
2008,11.5958333333333
2008,6.00434782608696
2008,8.5375
2008,9.79130434782609
2008,9.275
2008,12.7
2008,14.6916666666667
2008,15.9416666666667
2008,23.35
2008,14.1416666666667
2008,10.9
2008,13.1791666666667
2008,16.2833333333333
2008,10.4916666666667
2008,12.9833333333333
2008,8.325
2008,15.625
2008,13.4041666666667
2008,12.9625
2008,11.9217391304348
2008,11.6739130434783
2008,18.725
2008,10.9333333333333
2008,10.8458333333333
2008,8.58333333333333
2008,7.6875
2008,8.6
2008,12.0458333333333
2008,8.35416666666667
2008,11.025
2008,12.3916666666667
2008,10.3583333333333
2008,9.2375
2008,9.38333333333333
2008,3.72173913043478
2008,8.84166666666667
2008,6.45
2008,17.3125
2008,12.7916666666667
2008,11.8565217391304
2008,9.5
2008,10.5958333333333
2008,11.3833333333333
2008,12.0458333333333
2008,11.2208333333333
2008,14.2
2008,14.6708333333333
2008,20.9166666666667
2008,23.1875
2008,15.85
2008,15
2008,16.4041666666667
2008,16.8666666666667
2008,5.3875
2008,9.16521739130435
2008,13.1416666666667
2008,7.51666666666667
2008,11.2
2008,13.9434782608696
2008,6.775
2008,7.46666666666667
2008,11.4521739130435
2008,11.2916666666667
2008,27.7125
2008,11.7916666666667
2008,32.2375
2008,14.7958333333333
2008,6.16086956521739
2008,7.175
2008,7.90434782608696
2008,6.62608695652174
2008,7.60416666666667
2008,6.32083333333333
2008,21.9208333333333
2008,28.2375
2008,24.725
2008,15.9208333333333
2008,10.8291666666667
2008,6.2875
2008,9.38695652173913
2008,13.5173913043478
2008,4.89583333333333
2008,8.5625
2008,14.1625
2008,13.9
2008,11.7083333333333
2008,9.14583333333333
2008,12.1913043478261
2008,20.2875
2008,12.4
2008,6.2
2008,8.85833333333333
2008,11.9375
2010,15.1
2010,9.88333333333333
2010,6.04583333333333
2010,7.97083333333333
2010,10.6083333333333
2010,13.0666666666667
2010,18.8708333333333
2010,25.6125
2010,21.5125
2010,5.73478260869565
2010,4.52916666666667
2010,8.47391304347826
2010,6.36086956521739
2010,5.17083333333333
2010,9.275
2010,6.88333333333333
2010,6.86086956521739
2010,6.7
2010,9.13913043478261
2010,6.73478260869565
2010,9.25833333333333
2010,7.35652173913043
2010,5.07083333333333
2010,7.0875
2010,8.5
2010,16.9708333333333
2010,14.5208333333333
2010,5.075
2010,8.10416666666667
2010,6.29565217391304
2010,13.4291666666667
2010,4.13333333333333
2010,6.5125
2010,6.70869565217391
2010,7.74583333333333
2010,7.89166666666667
2010,8.83333333333333
2010,10.6565217391304
2010,10.6
2010,6.54347826086957
2010,7.03913043478261
2010,6.91304347826087
2010,5.64166666666667
2010,5.675
2010,10.2541666666667
2010,7.21304347826087
2010,6.97916666666667
2010,6.39166666666667
2010,7.76956521739131
2010,10.9695652173913
2010,13.45
2010,12.6
2010,7.2125
2010,11.4166666666667
2010,14.3708333333333
2010,9.43478260869565
2010,7.9625
2010,9.13913043478261
2010,7.66521739130435
2010,7.575
2010,5.72916666666667
2010,7.375
2010,22.7125
2010,17.2625
2010,8.10416666666667
2010,16.1458333333333
2010,11.5375
2010,18.3375
2010,15.5208333333333
2010,10.5625
2010,6.05
2010,7.10434782608696
2010,13.8166666666667
2010,10.6291666666667
2010,13.2583333333333
2010,7.44583333333333
2010,8.17083333333333
2010,6.42173913043478
2010,11.1875
2010,15.0826086956522
2010,7.34166666666667
2010,4.19166666666667
2010,4.99565217391304
2010,4.675
2010,6.58333333333333
2010,7.6375
2010,6.07083333333333
2010,11.2583333333333
2010,6.25
2010,6.1
2010,6.07916666666667
2010,6.35833333333333
2010,8.525
2010,8.04166666666667
2010,6.35833333333333
2010,11.6041666666667
2010,8.10833333333333
2010,4.77083333333333
2010,9.40416666666667
2010,8.80833333333333
2010,8.475
2010,7.38695652173913
2010,4.7875
2010,5.70869565217391
2010,7.35
2010,6.3125
2010,10.2291666666667
2010,7.38333333333333
2010,9.625
2010,14.1958333333333
2010,7.77916666666667
2010,9.80833333333333
2010,14.0791666666667
2010,20.7375
2010,20.4666666666667
2010,9.125
2010,11.3041666666667
2010,19.9791666666667
2010,17.9333333333333
2010,24.4375
2010,19.3875
2010,23.5083333333333
2010,14.575
2010,11.9125
2010,10.4583333333333
2010,6.34583333333333
2010,7.47083333333333
2010,9.74166666666667
2010,12.0958333333333
2010,13.9666666666667
2010,15.6666666666667
2010,6.82083333333333
2010,9.125
2010,8.725
2010,8.15416666666667
2010,8.44166666666667
2010,8.65416666666667
2010,9.38333333333333
2010,7.85416666666667
2010,6.575
2010,5.94166666666667
2010,7
2010,7.48695652173913
